url,type,domain,ip_address
http://www.pidloga.com/index.php?option=com_virtuemart&Itemid=70,defacement,www.pidloga.com,64.190.63.111
http://www.sgeo.net/index.php?option=com_k2&view=item&layout=item&id=24&Itemid=11,defacement,www.sgeo.net,89.46.110.66
http://www.prosuzdal.ru/index.php/posmotret-v-suzdale/37-dostoprimechatelnosti-suzdal/80-vosk-suzdal.html,defacement,www.prosuzdal.ru,34.117.168.233
http://www.faceaffair.com.au/index.php?option=com_content&view=article&id=13&Itemid=26,defacement,www.faceaffair.com.au,34.149.87.45
http://www.bcm-shop.de/home.html?page=shop.browse&category_id=108,defacement,www.bcm-shop.de,104.247.82.54
http://ttlr.com/testimonials.html,defacement,ttlr.com,3.64.163.50
http://www.magicmarcproductions.com/photos/blood-on-the-tracks-live-2011.html,defacement,www.magicmarcproductions.com,198.185.159.144
http://financialaidtips.com/index.html,defacement,financialaidtips.com,34.205.242.146
http://supergorod.ru/index.php/2010-09-12-15-04-02/2010-12-02-13-32-43/10-2010-11-17-21-09-09/3-2010-12-02-13-45-05,defacement,supergorod.ru,31.31.205.163
http://www.demunjones.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kZW11bmpvbmVzLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD04MjpyZWhhYi1vbi1zdGFnZS13aXRoLXN1bm55LWxlZGZ1cmQtaW4tbmFzaHZpbGxlJmNhdGlkPTE6bmV3cyZJdGVtaWQ9MQ==,defacement,www.demunjones.com,198.185.159.144
http://myhealthbrand.com/index.php?option=com_content&view=article&id=71:2012-01-29-11-37-14&catid=35:articles&Itemid=182&lang=bg,defacement,myhealthbrand.com,208.91.197.27
http://raysbicycle.com.au/index.php?option=com_redshop&view=search&layout=productonsale&Itemid=5&limit=5&limitstart=20,defacement,raysbicycle.com.au,185.230.63.171
http://www.vakantiehuislereve.nl/index.php?view=category&catid=3&option=com_joomgallery&Itemid=82,defacement,www.vakantiehuislereve.nl,34.117.168.233
http://www.barbiericatering.com/v3/index.php?option=com_content&view=article&id=86&Itemid=112,defacement,www.barbiericatering.com,3.219.1.121
"http://www.tellimus.ee/et/pood/details/2958/189/lures/metal-lures/seatrout,-17g,-7cm,-colour-19.html",defacement,www.tellimus.ee,3.64.163.50
http://www.prosuzdal.ru/index.html,defacement,www.prosuzdal.ru,34.117.168.233
http://www.enolr.com/event-calendar/cal/date/2013-02-01/13.html,defacement,www.enolr.com,34.205.242.146
http://supergorod.ru/index.php?view=article&id=3:2010-08-04-16-54-35&tmpl=component&print=1&layout=default&page=,defacement,supergorod.ru,31.31.205.163
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=108&Itemid=165,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.wsnc.org.au/component/jcalpro/cal?print=1&tmpl=component,defacement,www.wsnc.org.au,34.117.168.233
http://www.sgeo.net/index.php?option=com_k2&view=item&layout=item&id=27&Itemid=13,defacement,www.sgeo.net,89.46.110.66
http://www.persianp.ir/index.php?limitstart=3,defacement,www.persianp.ir,185.199.108.153
http://www.cresco.com.hk/corporate/about-us/our-values,defacement,www.cresco.com.hk,34.117.168.233
http://www.westlondongmpresources.org.uk/Trans-Issues/View-all-products.html,defacement,www.westlondongmpresources.org.uk,199.59.243.223
http://www.timali.com/index.php/component/content/article/45/190-buying-a-selling-tips,defacement,www.timali.com,216.40.34.41
http://www.kloster-hornbach.de/de/arrangements/romantiker/2012-01-20-11-59-44,defacement,www.kloster-hornbach.de,217.160.0.240
http://www.onlybrands.com.br/loja/index.php?page=shop.browse&category_id=27&option=com_virtuemart&Itemid=55,defacement,www.onlybrands.com.br,52.200.197.31
http://www.surfgadget.com/high-power-wifi-adapter.html?page=shop.browse&category_id=184,defacement,www.surfgadget.com,54.161.222.85
http://www.westlondongmpresources.org.uk/index.php?option=com_virtuemart&page=shop.browse&category_id=38&Itemid=1,defacement,www.westlondongmpresources.org.uk,199.59.243.223
http://www.oshinkan.com/fr/component/jevents/day.listevents/2013/01/07/-.html,defacement,www.oshinkan.com,213.186.33.4
http://www.demunjones.com/index.php?view=article&catid=1:news&id=34:on-to-tha-next&tmpl=component&print=1&layout=default&page=,defacement,www.demunjones.com,198.185.159.144
http://www.pidloga.com/tritty-75-lc/15/flypage-pakretnaya-doskatpl/shopproduct_details/664/itemid-87.php,defacement,www.pidloga.com,64.190.63.111
http://www.fitasylum.com/index.php/blog/23-motivations/115-controlling-that-voice-in-your-head?tmpl=component&print=1&layout=default&page=,defacement,www.fitasylum.com,34.205.242.146
http://www.stagsbreath.co.uk/the-native-land.html,defacement,www.stagsbreath.co.uk,23.227.38.74
http://www.prosuzdal.ru/index.php/posmotret-v-suzdale/37-dostoprimechatelnosti-suzdal/54-spaso-evfimiev-monastyr.html,defacement,www.prosuzdal.ru,34.117.168.233
http://www.allsolarflorida.com/index.php/residential-solar-power-systems/57-gainesville-solar-power-incentives,defacement,www.allsolarflorida.com,3.18.7.81
http://www.webopro.com/index.php/sits/pwws/49-penaty,defacement,www.webopro.com,3.18.7.81
http://www.iremshrine.com/irem-officers,defacement,www.iremshrine.com,15.197.142.173
http://hetiaz.com/index.php?%2Femprunt-et-deductibilite.html,defacement,hetiaz.com,34.102.136.180
http://vivre-productions.com/index.php/productions/productpresentatie,defacement,vivre-productions.com,34.249.138.199
http://www.fitasylum.com/index.php/blog/motivation/115-controlling-that-voice-in-your-head,defacement,www.fitasylum.com,3.18.7.81
http://www.funwalker.com/kommunikation,defacement,www.funwalker.com,3.140.13.188
http://www.forumdetregastel.fr/je-bouge.html,defacement,www.forumdetregastel.fr,46.105.57.169
http://www.cresco.com.hk/corporate/events/calendar,defacement,www.cresco.com.hk,34.117.168.233
http://www.pidloga.com/index.php?option=com_content&view=article&id=83,defacement,www.pidloga.com,64.190.63.111
http://www.teesriverstrust.org/index.php?option=com_content&view=article&id=15&Itemid=29,defacement,www.teesriverstrust.org,34.117.168.233
http://financialaidtips.com/other-resources.html,defacement,financialaidtips.com,3.18.7.81
http://www.alldayrec.co.uk/index.php?option=com_content&view=article&id=9&Itemid=50,defacement,www.alldayrec.co.uk,34.117.168.233
http://www.foehn.es/actuaciones-en-foeehn,defacement,www.foehn.es,34.102.136.180
http://www.tellimus.ee/et/pood/cart.html,defacement,www.tellimus.ee,3.64.163.50
http://charleyjohnsonlaw.com/index.php?option=com_content&view=article&id=88&Itemid=167,defacement,charleyjohnsonlaw.com,15.197.142.173
http://www.webopro.com/index.php/new/na/191-2012-12-15-20-43-26?tmpl=component&print=1&layout=default&page=,defacement,www.webopro.com,34.205.242.146
http://www.cigabin.com/2009100987/modellen-en-accessoires.html,defacement,www.cigabin.com,3.14.161.55
http://www.allsolarflorida.com/index.php/contact-repair,defacement,www.allsolarflorida.com,34.205.242.146
http://www.svehla.at/cms/index.php?option=com_content&view=article&id=74&Itemid=64,defacement,www.svehla.at,34.117.168.233
http://www.demunjones.com/index.php?view=article&catid=1:news&id=48:he-lacs-qkickin-up-mudq-official-video-&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=1,defacement,www.demunjones.com,198.185.159.144
http://siepp.com/index.php?option=com_sobi2&catid=115&Itemid=56,defacement,siepp.com,64.190.63.111
http://www.ebeco.de/index.php?option=com_content&view=article&id=12&Itemid=20&lang=de,defacement,www.ebeco.de,23.227.38.74
http://www.sendlinger-buchladen.de/index.php?option=com_content&view=article&id=12&Itemid=2,defacement,www.sendlinger-buchladen.de,34.117.168.233
http://www.faceaffair.com.au/index.php?option=com_content&view=article&id=8&Itemid=30,defacement,www.faceaffair.com.au,34.149.87.45
http://theexpertautorepair.com/brake-repair-specials/cat.listevents/2013/01/04/-.html,defacement,theexpertautorepair.com,54.209.32.212
http://greatplainschurch.org/goehner-campus/sermons.html?start=60,defacement,greatplainschurch.org,15.197.142.173
http://siepp.com/index.php?option=com_sobi2&letter=X&Itemid=56,defacement,siepp.com,64.190.63.111
http://myhealthbrand.com/index.php?option=com_content&view=article&id=69:2012-01-29-11-30-29&catid=35:articles&Itemid=181&lang=bg,defacement,myhealthbrand.com,208.91.197.27
http://niedoba-assoc.com/~niedobaa/index.php?option=com_content&view=article&id=89&Itemid=154,defacement,niedoba-assoc.com,205.178.189.131
http://www.pidloga.com/tritty-75-lc/15/flypage-pakretnaya-doskatpl/shopproduct_details/670/itemid-87.php,defacement,www.pidloga.com,64.190.63.111
http://www.iremshrine.com/component/jevents/month.calendar/2013/02/03/97,defacement,www.iremshrine.com,15.197.142.173
http://www.kloster-hornbach.de/klosterhotel/romantiker/anreise-zum-klosterhotel,defacement,www.kloster-hornbach.de,217.160.0.240
http://www.dovehouse.us/news-resources/what-to-do,defacement,www.dovehouse.us,15.197.142.173
http://www.bcm-shop.de/home.html?page=shop.product_details&flypage=flypage.tpl&product_id=998&category_id=96,defacement,www.bcm-shop.de,104.247.82.54
http://www.westlondongmpresources.org.uk/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=384&category_id=40&option=com_virtuemart&Itemid=1,defacement,www.westlondongmpresources.org.uk,199.59.243.223
http://www.magicmarcproductions.com/photos/ruby-the-dogumentary/11-ruby-the-dogumentary/detail/151-magic-marc-and-ruby-june-18-2011.html?tmpl=component&detail=0&buttons=1,defacement,www.magicmarcproductions.com,198.185.159.144
http://www.forumdetregastel.fr/tarifs.html,defacement,www.forumdetregastel.fr,46.105.57.169
http://theexpertautorepair.com/brake-repair-specials/cat.listevents/2013/01/03/-.html,defacement,theexpertautorepair.com,52.71.57.184
http://www.vfleberstadt.de/index.php?option=com_phocagallery&view=detail&catid=1:archivbilder&id=7:1981&tmpl=component&Itemid=54,defacement,www.vfleberstadt.de,34.117.168.233
http://www.salfed.com/haberler/345-tuzlada-eitime-katk-gecesi.html,defacement,www.salfed.com,3.94.41.167
http://www.ecofutbol.com/index.php?option=com_content&view=article&id=94&Itemid=218,defacement,www.ecofutbol.com,207.148.248.143
http://www.photoremote.de/en/preview,defacement,www.photoremote.de,64.190.63.111
http://www.affordable-adult-vacations.com/forum/showthread.php?goto=newpost&t=832,defacement,www.affordable-adult-vacations.com,67.227.226.240
http://www.smslonline.com/2011-registration-form/who-has-signed-up/player/1/802.html,defacement,www.smslonline.com,54.161.222.85
http://www.journeysend.ca/index.html,defacement,www.journeysend.ca,192.0.78.24
http://blueanchor.nl/home/web-links/35-techniek.html,defacement,blueanchor.nl,34.249.138.199
http://www.z-mobility.eu/archiv-2007/310-06-10-2007.html,defacement,www.z-mobility.eu,35.172.94.1
http://www.onlybrands.com.br/x.txt,defacement,www.onlybrands.com.br,52.200.197.31
http://myhealthbrand.com/index.html?gk_menu=dropline,defacement,myhealthbrand.com,208.91.197.27
http://siepp.com/index.php?option=com_sobi2&letter=0-9&Itemid=56,defacement,siepp.com,64.190.63.111
http://www.webopro.com/index.php/new/na/191-2012-12-15-20-43-26,defacement,www.webopro.com,54.161.222.85
http://www.iremshrine.com/component/jevents/day.listevents/2013/02/17/97,defacement,www.iremshrine.com,15.197.142.173
http://jbquimica.com/a-empresa/qualidade/129-certificado-bureal-veritas-ptbr?tmpl=component&print=1&page=,defacement,jbquimica.com,34.160.73.230
http://homesofbr.com/index.html,defacement,homesofbr.com,34.102.136.180
http://www.enolr.com/about-enolr.html,defacement,www.enolr.com,3.94.41.167
http://premtrading.com/index.html?p=209,defacement,premtrading.com,3.14.161.55
http://hetiaz.com/index.php?%2Flocation-meublee.html,defacement,hetiaz.com,34.102.136.180
http://www.danceineducation.com/web/index.php?option=com_content&view=article&id=179&Itemid=124&lang=en,defacement,www.danceineducation.com,54.209.32.212
http://www.demunjones.com/index.php?view=article&catid=1:news&id=74:world-premiere-demun-jones-video-wednesday-june-1st&tmpl=component&print=1&layout=default&page=,defacement,www.demunjones.com,198.185.159.144
http://www.cavalieren.nl/index.php?option=com_content&view=article&id=142:brabantse-kampioenschappen-ponys&catid=1:nieuws-item&Itemid=8,defacement,www.cavalieren.nl,34.149.87.45
http://www.thermansi.com/index2.php?page=shop.recommend&product_id=45&pop=1&tmpl=component&option=com_virtuemart&Itemid=1,defacement,www.thermansi.com,18.214.81.167
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=111&Itemid=62,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.natuurfotovanderhart.nl/biography-awards.html,defacement,www.natuurfotovanderhart.nl,34.149.87.45
http://soothingpainrelief.com/index.php?option=com_content&view=article&id=9,defacement,soothingpainrelief.com,34.102.136.180
http://www.vfleberstadt.de/index.php?limitstart=12,defacement,www.vfleberstadt.de,34.117.168.233
http://myhealthbrand.com/index.php?option=com_content&view=article&id=22&Itemid=29&lang=bg,defacement,myhealthbrand.com,208.91.197.27
http://www.sportschule-neumann.de/index.php?option=com_joomgallery&func=viewcategory&catid=6&Itemid=10,defacement,www.sportschule-neumann.de,45.56.79.23
http://www.sgeo.net/index.php?option=com_docman&task=doc_details&gid=4&Itemid=9,defacement,www.sgeo.net,89.46.110.66
http://www.wsnc.org.au/component/jcalpro/flat/date/2013-01-01,defacement,www.wsnc.org.au,34.117.168.233
http://www.thermansi.com/index.php?view=article&catid=2:2009-10-17-23-25-10&id=8:-a-&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=7,defacement,www.thermansi.com,18.214.81.167
http://freesoftpage.de/download-server/viewcategory/64-windows-8.html,defacement,freesoftpage.de,64.190.63.111
http://www.thermansi.com/index.php?page=shop.ask&flypage=flypage_images.tpl&product_id=46&category_id=7&option=com_virtuemart&Itemid=1,defacement,www.thermansi.com,18.214.81.167
http://www.prosuzdal.ru/posmotret-v-suzdale/37/54.html,defacement,www.prosuzdal.ru,34.117.168.233
http://www.wsnc.org.au/component/jcalpro/view/1188,defacement,www.wsnc.org.au,34.117.168.233
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=105&Itemid=69,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.allsolarflorida.com/index.php/contact-repair/69,defacement,www.allsolarflorida.com,3.130.253.23
http://www.faceaffair.com.au/index.php?option=com_content&view=article&id=10&Itemid=23,defacement,www.faceaffair.com.au,34.149.87.45
http://www.dovehouse.us/news-resources/whats-new/86-privacy-policy,defacement,www.dovehouse.us,15.197.142.173
http://www.allsolarflorida.com/index.php/about-all-solar/our-systems/69,defacement,www.allsolarflorida.com,3.19.116.195
http://freesoftpage.de/download-server/viewcategory/63-urlaub-reisen.html,defacement,freesoftpage.de,64.190.63.111
http://www.salfed.com/videolar.html?catid=5,defacement,www.salfed.com,34.205.242.146
http://westwindwebdesign.com/contact/22-jim-borgreen.html,defacement,westwindwebdesign.com,15.197.142.173
http://www.versatilityphoneshop.co.uk/about-us.html,defacement,www.versatilityphoneshop.co.uk,199.59.243.223
http://www.affordableart.com.au/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=18&sobi2Id=3&Itemid=2,defacement,www.affordableart.com.au,34.117.168.233
http://www.pidloga.com/index.php?option=com_virtuemart&Itemid=68,defacement,www.pidloga.com,64.190.63.111
http://www.ninopizzaria.com.br/index.php?view=article&catid=44:institucional&id=122:aniversario-e-comemoracoes-na-nino&tmpl=component&print=1&layout=default&page=,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.dovehouse.us/about-us/mission,defacement,www.dovehouse.us,15.197.142.173
http://www.thermansi.com/index.php?option=com_content&view=article&id=2&Itemid=15,defacement,www.thermansi.com,18.214.81.167
http://www.beriva.lt/index.html?di=akcijos&Z=1&iid=749338,defacement,www.beriva.lt,172.64.80.1
http://www.sportschule-neumann.de/index.php?option=com_joomgallery&func=viewcategory&catid=9&Itemid=10,defacement,www.sportschule-neumann.de,45.56.79.23
http://soothingpainrelief.com/index.php?option=com_content&view=article&id=11,defacement,soothingpainrelief.com,34.102.136.180
http://www.iremshrine.com/component/jevents/day.listevents/2013/02/20/97,defacement,www.iremshrine.com,15.197.142.173
http://www.foehn.es/promociones.1,defacement,www.foehn.es,34.102.136.180
http://practicaleyes.net/contact-us.html,defacement,practicaleyes.net,205.178.189.131
http://www.gottadanceonline.com/sejeal.jpg,defacement,www.gottadanceonline.com,198.185.159.144
http://www.photoremote.de/en/faq.1,defacement,www.photoremote.de,64.190.63.111
http://www.vfleberstadt.de/index.php?limitstart=6,defacement,www.vfleberstadt.de,34.117.168.233
http://www.forumdetregastel.fr/horaires.html,defacement,www.forumdetregastel.fr,46.105.57.169
http://www.vfleberstadt.de/index.php?limitstart=42,defacement,www.vfleberstadt.de,34.117.168.233
http://www.demunjones.com/index.php?view=article&catid=1:news&id=34:on-to-tha-next&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=1,defacement,www.demunjones.com,198.185.159.144
http://www.bcm-shop.de/home.html?category_id=96&page=shop.browse&limit=20&limitstart=240,defacement,www.bcm-shop.de,104.247.82.54
http://vivre-productions.com/index.php/portfolio/85-summer-city,defacement,vivre-productions.com,34.249.138.199
http://www.iremshrine.com/component/jevents/icalrepeat.detail/2012/04/24/189/97/board-of-directors-meeting,defacement,www.iremshrine.com,15.197.142.173
http://www.radlinkstaffing.com/index.html,defacement,www.radlinkstaffing.com,34.117.168.233
http://freesoftpage.de/download-server/viewcategory/40-treiber-codec-package-xp-service-pack-patches-sicherheitsupdates.html,defacement,freesoftpage.de,64.190.63.111
http://www.barbiericatering.com/v3/index.php?option=com_content&view=article&id=50&Itemid=110,defacement,www.barbiericatering.com,3.219.1.121
http://contek.com.br/fale-conosco/diretoria.html,defacement,contek.com.br,172.64.80.1
http://www.demunjones.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kZW11bmpvbmVzLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD04NTptdWQtZGlnZ2VyLTItaW4tc3RvcmVzLW5vdyZjYXRpZD0xOm5ld3MmSXRlbWlkPTE=,defacement,www.demunjones.com,198.185.159.144
http://www.demunjones.com/index.php?option=com_content&view=category&layout=blog&id=2&Itemid=5,defacement,www.demunjones.com,198.185.159.144
http://supergorod.ru/index.php/2010-08-04-17-09-58/4-izdan/6-2010-08-04-17-15-57?tmpl=component&print=1&layout=default&page=,defacement,supergorod.ru,31.31.205.163
http://rubybrand.com/index.php?option=com_content&view=category&layout=blog&id=58&Itemid=120&lang=vi,defacement,rubybrand.com,64.190.63.111
http://www.salfed.com/index.php?view=article&catid=34:haberler&id=360:osman-uzun-vefat-etti&tmpl=component&print=1&layout=default&page=,defacement,www.salfed.com,3.94.41.167
http://siepp.com/index.php?option=com_sobi2&letter=N&Itemid=56,defacement,siepp.com,64.190.63.111
http://www.transportheker.com/index.php?option=com_content&view=article&id=47&Itemid=2&font_size=largefonts,defacement,www.transportheker.com,35.172.94.1
http://www.tellimus.ee/et/kontakt.html,defacement,www.tellimus.ee,3.64.163.50
http://www.lacollina.org/formazione/250.html,defacement,www.lacollina.org,89.46.110.66
http://www.faceaffair.com.au/index.php?option=com_content&view=article&id=6&Itemid=10,defacement,www.faceaffair.com.au,34.149.87.45
http://www.getecsa.com/index.php?option=com_content&view=article&id=56&Itemid=66,defacement,www.getecsa.com,3.64.163.50
http://www.demunjones.com/index.php,defacement,www.demunjones.com,198.185.159.144
http://www.sgeo.net/index.php?option=com_k2&view=item&id=5:micropali&Itemid=2&tmpl=component&print=1,defacement,www.sgeo.net,89.46.110.66
http://football-euro.net/angliya.html,defacement,football-euro.net,34.102.136.180
http://football-euro.net/istoriya.html,defacement,football-euro.net,34.102.136.180
http://www.foehn.es/component/mailto/index.html?tmpl=component&link=f494433140f925fb1e05cbbe22c7e6d35f6f741e,defacement,www.foehn.es,34.102.136.180
http://www.kloster-hornbach.de/de/klosterhotel/romantiker/ansprechpartner,defacement,www.kloster-hornbach.de,217.160.0.240
http://www.cavalieren.nl/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5jYXZhbGllcmVuLm5sL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTEyOndlZHN0cmlqZC1yaWpkZW4mSXRlbWlkPTIx,defacement,www.cavalieren.nl,34.149.87.45
http://supergorod.ru/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3N1cGVyZ29yb2QucnUvaW5kZXgucGhwL2NvbXBvbmVudC9jb250ZW50L2FydGljbGUvMy0yMDEwLTA4LTA0LTE2LTU0LTM1,defacement,supergorod.ru,31.31.205.163
http://financialaidtips.com/6-steps-resume-writing/6-steps-resume-writing/qualifications-summary.html,defacement,financialaidtips.com,3.130.204.160
http://www.sgeo.net/index.php?option=com_k2&view=item&id=29:libro-stratigrafie&Itemid=17,defacement,www.sgeo.net,89.46.110.66
http://www.boeuf-soufflenheim.com/de/die-karte/7/49-planing-cours.html,defacement,www.boeuf-soufflenheim.com,213.186.33.4
http://www.foehn.es/disfruta-de-nuestras-actuaciones/antiguas-actuaciones/134-ramos-a-marin-12-enero,defacement,www.foehn.es,34.102.136.180
http://pridepestcontrolservices.com/component/content/section/3.html,defacement,pridepestcontrolservices.com,74.220.199.6
http://vivre-productions.com/index.php/portfolio/68-teambuildingsdag,defacement,vivre-productions.com,34.249.138.199
http://www.ecofutbol.com/index.php?option=com_content&view=article&id=84&Itemid=214,defacement,www.ecofutbol.com,207.148.248.143
http://www.webopro.com/index.php/sits/pwws/53-ulitka,defacement,www.webopro.com,3.19.116.195
http://masterstrans.com/equipment/48-our-equipment,defacement,masterstrans.com,199.59.243.223
http://www.westlondongmpresources.org.uk/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=447&category_id=43&option=com_virtuemart&Itemid=1,defacement,www.westlondongmpresources.org.uk,199.59.243.223
http://www.versatilityphoneshop.co.uk/bt-graphite-2100-cordless-phone-bt-versatility-dect.html,defacement,www.versatilityphoneshop.co.uk,199.59.243.223
http://florianrestaurant.com/index.php?option=com_user&view=login&Itemid=28&lang=en,defacement,florianrestaurant.com,216.40.34.41
http://theexpertautorepair.com/auto-repair-specials/modlatest.rss/rss/0.feed,defacement,theexpertautorepair.com,54.209.32.212
http://www.iremshrine.com/irem-officers/15-divan/121-paul-l-detwiler-iii,defacement,www.iremshrine.com,15.197.142.173
http://www.fitasylum.com/index.php/blog/motivation,defacement,www.fitasylum.com,54.161.222.85
http://www.boeuf-soufflenheim.com/de/die-karte/7/66-jeudi-le-14-fevrier.html,defacement,www.boeuf-soufflenheim.com,213.186.33.4
http://www.kloster-hornbach.de/klosterhotel/romantiker/bilder-galerie,defacement,www.kloster-hornbach.de,217.160.0.240
http://homesofbr.com/index.php?option=com_properties&view=properties&cid=4&tid=1&Itemid=92,defacement,homesofbr.com,34.102.136.180
http://www.salfed.com/resim-galeri/category/16-duezkoey.html,defacement,www.salfed.com,52.71.57.184
http://benchmarkms.com/projects/educational/album/4/2,defacement,benchmarkms.com,23.236.62.147
http://www.pidloga.com/includes/gilyanskaya.html,defacement,www.pidloga.com,64.190.63.111
http://salsasansfrontiere.com/Coup-de-coeur/index.html,defacement,salsasansfrontiere.com,54.161.222.85
http://www.tarainstitute.org.au/calendar?task=view_detail&agid=706&year=2013&month=01&day=30,defacement,www.tarainstitute.org.au,34.149.87.45
http://premtrading.com/index.html?page_id=25&lang=th,defacement,premtrading.com,3.14.161.55
http://www.kloster-hornbach.de/de/klosterhotel/romantiker/geschichte-a-chronik,defacement,www.kloster-hornbach.de,217.160.0.240
http://www.fitasylum.com/index.php/product-reviews/p90x2.1,defacement,www.fitasylum.com,3.18.7.81
http://www.cresco.com.hk/individual/testimonials,defacement,www.cresco.com.hk,34.117.168.233
http://www.magicmarcproductions.com/videos/patches-and-gretchen-cd-release.html,defacement,www.magicmarcproductions.com,198.185.159.144
http://www.timali.com/our-agents/patty-ross,defacement,www.timali.com,216.40.34.41
http://blueanchor.nl/dintelmarkt/page/show_rules.html,defacement,blueanchor.nl,34.249.138.199
http://blueanchor.nl/component/mailto/index.html?tmpl=component&link=0d721a42e940038289aad386d7fdab398b944f93,defacement,blueanchor.nl,34.249.138.199
http://www.bakfietsservice.nl/index.php?option=com_content&view=category&layout=blog&id=7&Itemid=51,defacement,www.bakfietsservice.nl,34.240.216.169
http://pridepestcontrolservices.com/termites-identification/drywood-termites.html,defacement,pridepestcontrolservices.com,74.220.199.6
http://www.vfleberstadt.de/index.php?option=com_phocagallery&view=detail&catid=1:archivbilder&id=8:1982&tmpl=component&Itemid=54,defacement,www.vfleberstadt.de,34.117.168.233
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=110&Itemid=169,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.ninopizzaria.com.br/index.php?option=com_content&view=category&id=43Itemid=63,defacement,www.ninopizzaria.com.br,34.117.168.233
http://www.foehn.es/actuaciones/1-actuaciones/144-trio-siboney-2-febrero,defacement,www.foehn.es,34.102.136.180
http://homesofbr.com/index.php?option=com_properties&view=properties&cid=2&tid=1&Itemid=89,defacement,homesofbr.com,34.102.136.180
http://greatplainschurch.org/component/mailto/index.html?tmpl=component&link=cc7931ee42f534f2f7bade4683ec351339dad253,defacement,greatplainschurch.org,15.197.142.173
http://homesofbr.com/index.php?option=com_properties&view=properties&task=map&id=24&Itemid=97,defacement,homesofbr.com,34.102.136.180
http://raysbicycle.com.au/index.php?option=com_content&view=article&id=8&Itemid=15,defacement,raysbicycle.com.au,185.230.63.171
http://larcadelcarnevale.com/catalogo/maschere-morbide,defacement,larcadelcarnevale.com,213.186.33.4
http://www.kloster-hornbach.de/kontakt/anfrage-und-buchen/online-buchen,defacement,www.kloster-hornbach.de,217.160.0.240
http://www.cavalieren.nl/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=07&Itemid=36,defacement,www.cavalieren.nl,34.149.87.45
http://www.bcm-shop.de/home.html?page=shop.browse&category_id=86,defacement,www.bcm-shop.de,104.247.82.54
http://everdesign.com.au/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=85&category_id=6&option=com_virtuemart&Itemid=1,defacement,everdesign.com.au,185.230.63.107
http://football-euro.net/istoriya-anglijskogo-futbola/149-istoriya-kluba-qboltonq.html,defacement,football-euro.net,34.102.136.180
http://www.ecofutbol.com/index.php?option=com_content&view=article&id=95&Itemid=54,defacement,www.ecofutbol.com,207.148.248.143
http://blueanchor.nl/dintelmarkt/page/show_ad/catid/7/adid/59.html,defacement,blueanchor.nl,34.249.138.199
http://siepp.com/index.php?option=com_sobi2&catid=55&Itemid=56,defacement,siepp.com,64.190.63.111
http://www.prosuzdal.ru/index.php/suzdal.html,defacement,www.prosuzdal.ru,34.117.168.233
http://www.handreporting.com/index.php/services-a-facilities/video-conferencing,defacement,www.handreporting.com,199.59.243.223
http://theexpertautorepair.com/brake-repair-specials/cat.listevents/2013/02/04/-.html,defacement,theexpertautorepair.com,3.140.13.188
http://www.ebeco.de/index.php?option=com_content&view=article&id=18&Itemid=22&lang=de,defacement,www.ebeco.de,23.227.38.74
http://jbquimica.com/endereco,defacement,jbquimica.com,34.160.73.230
http://www.lacollina.org/chi-siamo/statuto-cooperativa-la-collina.html,defacement,www.lacollina.org,89.46.110.66
http://www.thermansi.com/index2.php?page=shop.product_details&flypage=flypage_images.tpl&product_id=63&category_id=21&option=com_virtuemart&Itemid=1&pop=1&tmpl=component,defacement,www.thermansi.com,18.214.81.167
http://www.transportheker.com/index.php?option=com_content&view=article&id=53&Itemid=12&font_size=largefonts,defacement,www.transportheker.com,35.172.94.1
http://www.lacollina.org/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5sYWNvbGxpbmEub3JnL2Zvcm1hemlvbmUtaW50ZXJuYS5odG1s,defacement,www.lacollina.org,89.46.110.66
